id,name,user_id,corpus_id,genre_id,fulltext,length
VC26-CATMA_A41E84BF-0229-45B6-BC10-ADC7099316CE,כארז יפה בלבנון,22,26,23,"כארז יפה בלבנון
כברוש שתול על פלגי מים 	

כן כהן בצאתו

כגדולי גפן פוריה
כדלית טעונה אשכולות 
כהדס שתול בגנים
כוורד שושן יפריח
כזית רענן בבית אלוהים
כחסד נטוי על מלכים
כטל חרמון בהרים
כיקבים מלאים יין
ככתר נתון בראש מלכים
כלולב מוכן לברכה
כמים יוצאים מן המקדש
כנהר יוצא מעדן 
כסמים 
כערבים על יבלי מים	
כפלגי מים מנחל 
לבן ישי 
כקומת בן קיש בבחורים
כריח איש תם יושב אהלים
כשושנה בין החוחים 
כתפוח נאה בפרות 	
",434
VC26-CATMA_72578B8B-33A4-4D99-8A5A-A6040E0031BA,האוחז ביד מדת משפט,22,26,23,"האוחז ביד מדת משפט

וכל מאמינים שהוא אל אמונה
הבוחן ובודק גנזי נסתרות

וכל מאמינים שהוא בוחן כליות
הגואל ממות ופודה משחת

וכל מאמינים שהוא גואל חזק
הדן יחידי לבאי עולם

וכל מאמינים שהוא דין אמת
ההגוי באהיה אשר אהיה

וכל מאמינים שהוא היה הווה ויהיה
הודאי שמו כן תהילתו

וכל מאמינים שהוא ואין בלתו
הזוכר למזכיריו טובות זכרונות

וכל מאמינים שהוא זוכר הברית
החותך חיים לכל חי

וכל מאמינים שהוא חי וקים
הטוב ומטיב לרעים ולטובים

וכל מאמינים שהוא טוב לכל
היודע יצר כל יצורים

וכל מאמינים שהוא יוצרם בבטן
הכול יכול וכוללם יחד

וכל מאמינים שהוא כל יכול
הלן בסתר בצל שדי

וכל מאמינים שהוא לבדו הוא
הממליך מלכים ולו המלוכה

וכל מאמינים שהוא מלך עולם
הנוהג בחסדו כל דור

וכל מאמינים שהוא נוצר חסד
הסובל ומעלים עין מסוררים

וכל מאמינים שהוא סולח סלה
העליון ועינו אל יראיו

וכל מאמינים שהוא עונה לחש
הפותח שער לדופקי בתשובה

וכל מאמינים שהוא פתוחה ידו
הצופה לרשע וחפץ בהצדיקו

וכל מאמינים שהוא צדיק וישר
הקצר בזעם ומאריך אף

וכל מאמינים שהוא קשה לכעס
הרחום ומקדים רחמים לרגז

וכל מאמינים שהוא רך לרצות
השווה ומשוה קטן וגדול

וכל מאמינים שהוא שופט צדק
התם ומיתמם עם תמימים

וכל מאמינים שהוא תמים פעלו
",1153
VC26-CATMA_5AFC9267-0BFC-4821-B7C8-76853E15D7E1,זיו פניו ימה,22,26,23,"זיו פניו ימה עם פני פרו וסמך ידיו בין קרניו בכובד
 זדונות יגלה שגגות יודה בעדו ובעד נוויהו יכפר

 חש לשער איתון שהוא צפון למזבח וסגן וראש בית אב מיפו ומיפו
 חלשי פז שם ימצא בכלי מוכנים צד שעירי עם

 טרף והעלם בימין ובשמאל זה חקוק לשם וזה לגזירה
 טוב לב ומשוש ינתן לדור בעלות בימין גורל שעיר עם

 ישמיע לו סגן הגבה ימינך בעלותו ביד הימנית
 יען ראש בית אב הגבה שמאלך בעלותו ביד השמאלית

 כהנתנם יאמר לשם חטאת ויתווים בשני לזבח ולהרי צוק
 כדוברו בא לו אצל פרו שינית להתוודות בעד עצמו ומטיהו

 לשחטו ציווה ודם הזהיל לכלי ואחר ימוגגנו ברובד ההיכל
 למזבח עלה לצד פני מערב וחתה בוערות מלוא מחתת אודם

 מטה ברובד עזרה נתנה וימציאו אליו כף ומגיס קטורת
 מגדישות דקת הדק מלוא חפניו ונתן לתוך כף

 נטלה בשמאל ומחתה בימין והעמיס כובד ימין על שמאול
 ניכנס בהיכל והתוויך בפורכות בא מצד נגב ומש בקיר צפון

 שם פניו ובא עד חצי ביית בעוד ארון שם בבדים פגש
 סילה פרוכת לאחריו ברוב כוח נחלץ וניצב מול 

 על אבן שתייה הכין מחתה ושם סמים בכלי ותימר עשן
 עקביו הצדיד ויצא לאחור ושיווע בהיכל בצו פן יובעת עם

 פרח הממריס הגיש דם פר ושב ונתייצב נוכח הכפורת
 פעם למעלה במצחה ושבע למטה בפניה במספר הזיות באצבע יצליף

 צעד נתנו בכאן ושחט שעיר עם ובא ועשה לו כמשפט דם פר
 צעד נתנו בכאן המירו בדם פר ועמד בהיכל כנגד הארון

 קצב מעשה פנימה עשה בחוץ וכן בדם שעיר ובללם בעקב
 קרב אצל מזבח פז וחטואו בריבוע קרניו ושבע על טהרו

 רגיל ועיתי משכו לשלחו עמוס עוונות עם ופשעיהם
 רצון חלבי פר ושעיר והקטיר וישרפו אחרים לחומם במפקד

 שילח שעיר לראש המדבר שינן סידר יום במכתב על פה
 שמונה בירך וקידש ופשט וטבל ועטה שמונה וקידש

 תוכן מוספי יום הכליל וקידש וטבל ועטה כלי בד וקידש
 תאר ליפנים והוציא כלי קטורת וקידש ופשט והכמין כלי בד

 תכלית חמש טבילות השלים וטבל ועטה שמונה וקידש
 תמיד ערב עשה כחוק הראשון והקטיר פרס קטורת בין נתחים לנסך
 תמו העבודות והבעיר נירות וקידש עשירית ופשט כלי קודש
 תלבושת הונו צעיריו החישו לבשם וליווהו יקרים לנוויהו

 תן לנו מופת באזניו יאמירו במה נדע כי כופר עוון
 תקוות חוט שני הלבינה ציר הנאמן לשולחיו יען
",1950
VC26-CATMA_768AB172-ABA1-473E-992A-1AC3B6B02A94,אתה כוננת עולם מראש,22,26,23,"אתה כוננת עולם מראש יסדת תבל והכל פעלת ובריות יצרת 
בשורך עולם תהו ובהו וחשך על פני תהום גרשת אופל והצגת נוגה 
גולם תבניתך מן האדמה יצרת ועל עץ הדעת אותו הפקדת 
דברך זנח ונזנח מעדן ולא כליתו למען יגיע כפיך 
הגדלת פריו וברכת גזעו והפריתם בטובך והושבתם בטח שקט ויפרקו עול 
ויאמרו לאל סור ממנו והסרות יד כרגע אומללו כחצים 
זכרת ברית לתמים בדורו ובשכרו שמת לעולם שארית 
חוק ברית קשת למענו כרתה ובאהבת ניחוחו בניו ברכת 
טעו בעושרם ובנו מגדל ויאמרו לכו ונבקיע הרקיע להילחם בו 
יחיד אב המון פתאום ככוכב זרח מאור כשדים להאיר בחשך 
כעסך הפרתה כשורך פעלו לעת שיבתו לבבו חקרתה 
לווית חן ממנו הוצאתה טלה טהור כבש נבחר 
מגזעו איש תם הוצאתה חותם בריתך מרחם לוקח 
נתת לו שנם עשר שבטים אהובי עליון מבטן נקראו 
שמתה על לוי חן וחסד ומכל אחיו כתר לו עטרתה 
עמרם נבחר מגזע לוי אהרן קדוש משורשיו קדשתה 
פארך בבגדי שרת ובקרבנותיו הפר כעסך 
ציץ ומעיל כתונת ומכנסי בד חושן ואפוד מצנפת ואבנט 
קרבנות פרים ועולות כבשים שחיטת שעירים וניתוח אילים 
ריח קטורת ומרקחת וביעור גחלים וספירת יושר וזריקת דם 
שוועת קטורת ותפלת אמת וקדושתו מכפרת עונותינו 
תוכן בוץ ועריכת אבן מחגר בכולם כמלאך משרת 
תקנתה כל אלה לכבוד אהרן וכלי כפרה לעמך ישראל שמתו וסליחת עוון נתת 
תחת אהרן גזעו יעמוד לשרת לפניך ביום הסליחה 
תורת מעשה ועבודת היום שבעת ימים בזבולינו ילמוד 
שזקני עם וחכמי אחיו תמיד יסובבוהו עד בוא היום
ראה לפני מי אתה נכנס למקום אש להבת שלהבת 
קהל עדתינו עליך יתמוכו ועל ידך תהא סליחתינו 
צווהו ולמדוהו עד יום העשור כדי שיהא מרוגל בסדרי עבודה 
פרשו לו סדין בעת שחיטת הכבש לעשות מחצה בינו לבין עם 
עושה מצוה באימה וביראה ובודק עצמו מחוצצי טבילה 
שש על מצוה לקיים ירד וטבל כמה שהוזהר 
נתנו לו בגדי זהב ולבש וקידש ידיו ורגליו 
מיד יקבל את הכבש התמיד קרצו ומרק אחר שחיטה על ידו וקיבל הדם וזרקו לפנים יכנס להקטיר את הקטרת ולהטיב הנרות להקריב את הראש ואת האברין 
כמצותן בכל יום יעשה חבתין וינסך את היין בכל כלי יושר 
יבוא מיד לבית הפרוה ויפרשו לו סדין כבראשונה 
טרם יפשט בגדי זהב מקדש בנקיות ידיו ורגליו 
חל ופשט בגדי זהב ירד וטבל כמה שטבל 
זהובים מעביר ולבנים לובש שעבודת היום בבגדי לבן 
ומהר וקידש ידיו ורגליו ובא לו תחלה אצל פרו 
הוא עומד באימה לפני עליון ואומר עליו דברי וידוי 
דבר והביאו לו את שני השעירים והגריל עליהם שני גורלות 
גורל ימין שהוא שלשם יתנהו על השעיר ויעשהו חטאת 
בשעיר של עזאזל לשון זהורית יקשור ויעמידו כנגד בית שלוחו 
אף שעיר עזים שהוא שלשם יעמידנו כנגד בית שחיטתו ובא לו שניה אצל פרו ואומר עליו וידוי ביתו ווידוי אחיו הכוהנים 
אחר וידוי שקד בחזקה לעשות חטאתו וחטאת העם 
בדק סכין ושחט פרו וקיבל דמו במזרק טהרה 
גם לחברו מיד יתננו למרס בדמו שלא יקרוש 
דם פרו הניח על הרובד ונטל מחתה זהובה ועלה לראש המזבח 
הוריד מליאה גחלי אש והניחה על הרובד שבעזרה 
ומוסיף מלא חפניו קטורת על מידת כל יום בימינו מחתה ובשמאלו הכף 
זירז עצמו ונכנס לקדש והניח מחתה בין בדי הארון 
חפן ונתן על הגחלים וממנה נתמלא כל הבית כולו עשן 
טמטם עיניו ושב לאחריו ומתפלל בהיכל בתפלה קצרה 
יצא ונטל את הדם ממי שהוא ממרס בו 
כדוב שכול שעיר חטאת יביא שחטו וקיבל במזרק את דמו 
לפנים יכנס להזות מדמו כסדר דם הפר 
מיהר ונטל דם הפר והזה הימנו על הפרכת כנגד הארון מבחוץ אחת למעלה ושבע למטה 
נטל דם שעיר והניח דם הפר והזה הימנו על הפרכת כנגד ארון מבחוץ אחת למעלה ושבע למטה 
סס ועירה דם הפר לתוך דם השעיר ונתן את המלא בריקן ובא ועמד לפני מזבח הזהב 
על ארבע קרנותיו ייתן כסדרן ועל טהרו יזה שבע פעמים 
פסע ויצא חוץ לאולם ושפך את השירים אל יסוד מערבי שלמזבח החיצון ומזבח החיצון היה שופך אל יסוד דרומית 
צווה והביאו לו את השעיר המשתלח לעזאזל להתוודות עליו אשמת קהילה 
קרא לאחד מהכוהנים להוליכו לארץ גזרה למדבר שמם דוחפו בשתי ידיו לאחוריו התגלגל ויורד ולא היה מגיע לחצי ההר עד שנעשה איברים איברים ואומר כך ימחו עונות עמך 
רץ לו אצל הפר ואצל השעיר הנשרפים וקרען והוציא את אימוריהן ונתנן במגיס והקטירן על גבי המזבח קלען במקלעות והוציאן לבית השרפה 
שב לקרות בתורת משה אחרי מות ואך בעשור ובעשור שבחומש הפקודים קורא אתם על פה 
ומברך עליה שמונה ברכות על התורה ועל העבודה ועל הודאה ועל מחילת העוון ועל המקדש ועל הכוהנים ועל ישראל ועל יהודה ושאר תפילה 
תיכן צעדיו לבית הטבילה וקידש ידיו ורגליו ירד וטבל עלה ונסתפג 
הביאו לו בגדי זהב ולבש וקידש ידיו ורגליו 
ויצא ועשה את אילו ואת איל העם ואת אימורי חטאת ואת פר העלה ואת שבעת כבשים תמימים ואת השעיר שנעשה בחוץ ואת תמיד של בין הערבים ועשאן כהלכתן 
אחר כלותו מעשות כל אלה ועוד בא לו לבית הטבילה וקידש ידיו ורגליו ופשט ירד וטבל עלה ונסתפג 
הביאו לו בגדי לבן ולבש וקדש ידיו ורגליו נכנס והוציא את הכף ואת המחתה שהכניס בשחרית 
ועוד בא לו לבית הטבילה קידש ידיו ורגליו ופשט ירד וטבל עלה ונסתפג 
הביאו לו בגדי זהב ולבש קידש ידיו ורגליו 
נכנס להקטיר את הקטורת ולהטיב את הנירות שלבין הערביים ועוד בא לו לבית הטבילה קידש ידיו ורגליו 
 הביאו לו בגדי עצמו ולבש ומלוין אתו עד ביתו ויום טוב עשה לאוהביו שיצא בשלום 
 כיון שראוהו אחיו שנכנס בשלום ויצא בשלום הכול מצפין לראות את יפיו 
שלום שלום אומר להם היום נרצו עוונות עדה 
 חמש טבילות ועשרה קידושין טובל ומספיג בו ביום 
כולו בקודש בית הפרוה חוץ מן הראשונה שהיתה על גבי שער המים
",4765
VC26-CATMA_472566DF-CCD5-48C8-A229-871266BA86DC,תתן אחרית לעמך,22,26,23,"תיתן אחרית לעמך 
תשיב מקדש לתיכונו 
תרומם הר מרום הרים 
תקומם קרן גדועה 
תצהיר מחשכי אוויך 
תפאר יושבת בדד 
תעטה בה מלוכה 
תסיר חרפה מעירך 
תנער זדים מזבולך 
תמציא צדקה לעמך 
תלבב את רעייתך 
תכרות לה ברית חדשה 
תייקר נפשה בעיניך
תטהרינה במים טהורים
תחנה בקרית חנה 
תזקוף קומת תמרה 
תודיע לכל כי אהבתנו 
תהלך בקרב מחנותינו 
תדרוש גאולה לגלותינו 
תגלה קץ לקנותינו 
תבוא מהרה לרחמינו 
תאמירנו לך ונאמירך לנו 
תביאנו להר קדשך
ותשמחינו בבית תפלתך

",468
VC26-CATMA_4E9E5FB1-36A0-4175-84B3-BF99720CC93F,ינעימו משרתיך,22,26,23,"ינעימו משרתיך יחיו מתיך
תרום ידך עת תשגב לבדך אל המלוכה
תדבר לארץ בורא דוק וחלד לעורר ישני ארץ

חפוץ נא לצדקינו אלוה סליחות חיינו כמתים וארץ בטללי שבוע

במלבוש גדודי דוהרים הביטו וראו זהרי חשמל
טעם ישיבו לאדון מדוע נבוב סלסלתה עוז
פצח צדקה קדמם רחום שגגת תמימים זה יכפר בקודש
",285
VC26-CATMA_EA5BEAB3-0410-4BA2-BA4D-DB812967FEFB,אנא סלח נא,22,26,23,"אנא סלח נא לחטאת עמך ורצה תשובת מייחלך
בכל עת בעשור תעביר פשעי עמוסיך 
ותצליל עונינו בעינוי נפשינו 

ביום זה בחרתה עינינו נפשינו 
ביום זה עשור תלבין חטאינו כי לך חטאנו 
כי אתה רוצה כל בוטחי בך 
 
אום בחרתה מעשר מכל בכן למו מליצים עשרה קדם עשור בראתה מראשית קרן עשירה מיעשרת עשרה בנועם עשירי קדש 
 
כי על התשובה מאז הבטחתנו ועל הסליחה ענינו מייחלות לך 
סלח נא לחטאת עמך ורצה תשובת מייחלך



",405
VC26-CATMA_80A54109-BDCA-46A6-BDCF-19189FF6CA7F,טבילות חמש,22,26,23,"טבילות חמש ועשרה קידושים הזהר כהן לרחצה ביום כיפור קודש
אחת מהם בחול היא הראשונית טבל שם ויעט אלה הבגדים וקידש
בהאיר המזרח לתמיד יקרץ שה ואחר ימרק לו וקיבל דם וזרק
בא לפנים לשרת בקטורת להעלות הנרות והקריב ראש ונתח
גם תופיני כליל ונסך יין לשית אחר כן יבוא לבית הפרווה בקודש
גלמו אז פשט מבגדות פז טבול בטרדה ולבש מדו בד
דבור ויעש ויתקדש ידיו ורגליו גש אצל פרו בין האולם למזבח
דמעיו יזלו בסמכו ידיו בעדו ובעד אוהלו לכפר התוודה

הלך לשער שוב למזבח צפונה סגן ורעו תמכוהו מזה אחד ומזה אחד
הלא שם שעירים ושני פורי פז טרפם ולמזבח ולמדבר העלה אחד אחד
ויקרא בקול תודה ובדכו ליי חטאת ואף יפרוך תולע בקרן המשתלח
וידדם שנית עדי פרו בתחן ואז למטהו עמו מאלוה ישאל כופר

זבחו כשחיטת חוק וקיבל דם במזרק ואחר מנעריו ירוממו ביד סלה
זהב האדום היא מחתת הדר עמסה ועלה מזבח ויחת גחלי אש
חניכיו יריצו כף ומגיס קטורת ומלא חפניו בתוקף יוסיף עלי ספקו
חפנו לכף ונשאה והמחתה בימין ויתנהל לאיטו עד יבוא זבולה
טרקסי הפרכות פרוכי צפון וימין ישמאיל דרך מן הנגב וממולו עד החצי
טורח פרוכת לחץ בגבו ונודע כוחו ובין בדי הארון ניצב בתווך
יתן שם מחתה וקטורת עליה יפיץ וכסה תמרות עשן יעתר ענן הקטורת
יעלים עיניו ויצא כדרך מבואו הלאה וישווע באוהל בעד עמו בקוצר
",1142
VC26-CATMA_1D0FE51C-EB84-49DE-A780-D789BBCCB1A3,אנא הבט וראה,22,26,23,"אנא הבט וראה
באו מים עד נפש
גערת חמה נגערנו 
דחיפה גדולה נדחפנו 
השפלנו עד עפר ארץ 
ונהי כאין בעינינו
זנחונו בלעונו איבינו 
חרפת עולם שברתנו 
טובה רחקה ממנו 
ישועה רחקה ואבדה 
כמה נשא ונסבול 
לרוב תלאות שהקיפונו 
משחור קדרה השחרנו 
נחשבנו ככלי חרש 
ספנו מדור אל דור 
עד מתי תראה ותחריש 
פועל ישועות הושיעה 
צור עולמים מלט 
קדוש ונורא מלטינו
רחום חמול עלינו 
שמע לקול שוועתנו 
תפנה לקול תפלתנו 
תענה רחישתנו 
שדי שוכן מעלה 
תזכור זכות אזרחי
תעלה
",471
VC26-CATMA_EA8533D3-C259-40A5-92E6-9B4920243004,אבן מעמסה - נוסח ג,22,26,23,"אבן מעמסה אמץ ואל תמאס טרם נעילת שער
אבן ישראל טע בהר המור טרם יבוא שמש
אבן שתיה שית לנו כימי קדם כי פנה יום 

היום יפנה והשמש יבוא ונבוא בשעריך 
 
באמונה אתאנו אמונתך אמצנו טרם נעילת שער
באמונה תזריח לנו שמש צדקה ומרפא טרם יבוא שמש
באמונה תרחמינו בהמון רחמיך כי פנה יום
 
גשנו ביום זה לרצותך בלחשנו טרם נעילת שער
גם שיח שפתינו פני חונן דל טרם יבוא שמש 
גובה שמיך תשובה תמלא כי פנה יום 
 
דרשנוך ביום זה בצום הלא זה טרם נעילת שער 
דרוש עינויינו ונקרא ותענינו טרם יבוא שמש 
דרשנוך איום ענה לנו היום כי פנה יום 
 
המציאנו סליחה כי עמך הסליחה טרם נעילת שער
הקם דברך והחיינו במאמרך טרם יבוא שמש 
המציאנו תרופה ומחץ מכתינו תרפא כי פנה יום 
 
ונקרא ותענה ותהיה בנו חונה טרם נעילת שער
ולפניך גשנו כאביונים מוחל וסולח לעוונים טרם יבוא שמש
והיה לנו כאב ומחה פשע כעב כי פנה יום 
 
זה עיניך אל תעלים סומך נופלים טרם נעילת שער
זוכרנו בחסדיך ופקדנו בישועתך טרם יבוא שמש 
זכות המציא לנו ומהר לגאלנו כי פנה יום 

חשוב לנו כפורים ועינוי נפשנו טרם נעילת שער
חטאינו תעביר ותשקיעם בעומק טרם יבוא שמש 
חפץ צדקה לניני שומרי צדקה כי פנה יום 
 
טוב אל תדכא עני בשער טרם נעילת שער
טוב על פתחך תפלה דפקנו טרם יבוא שמש
טוב אל ישוב דך נכלם בחטאו כי פנה יום 
 
ירצונו רחמיך ביום הסליחה טרם נעילת שער
יבואונו רחמיך ביום כפרה טרם יבוא שמש
יה אל תביישנו פשעיכם נחתמו כי פנה יום
 
כל פה מליץ ימצא מענה טרם נעילת שער
כל לשון מגיד יושר טרם יבוא שמש
כל חיך מרשיע יוחגר בסוגר כי פנה יום 
 
לא תשמר חטא ולא תנצור פשע טרם נעילת שער
לא ימצא בפתחך למשחית ולמסטין טרם יבוא שמש 
לא יסגרו דלתות רחמיך כי פנה יום 



",1525
