id,user_id,text_id,start_offset,end_offset,path,phrase,tagset_id,tag_id
73303,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,40,49,מטפוריקה/מטפורה,דבק בשמחה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73304,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,553,555,כינוי/כינוי ציורי,רם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73305,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,404,416,כינוי/כינוי ציורי,שוכן שמי ערץ,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73306,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,147,175,מטפוריקה/מטפורה,אלוהיך פותח ידו מאוצרו לזרוע,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73307,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,576,579,כינוי/כינוי פשט,שדי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73308,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,512,527,דימוי,צלעות כתרצה יפה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_55563B09-0EA4-4413-B0A4-473046924505
73309,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,313,324,כינוי/כינוי ציורי,נועדה בסיני,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73310,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,384,393,כינוי/כינוי ציורי,פינה יקרה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73311,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,502,511,כינוי/כינוי ציורי,אום מיופה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73312,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,453,460,כינוי/כינוי פשט,צבי ארץ,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73313,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,528,552,מטפוריקה/מטפורה,קצובה אל עץ עליהו לתרופה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73314,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,461,463,כינוי/כינוי פשט,חי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73315,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,464,474,מטפוריקה/מטפורה,זקוף קומתם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73316,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,200,221,מטפוריקה/מטפורה,סלה חזק רפיונם וזרועם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73317,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,223,233,מטפוריקה/מטפורה,זרעם יזריע,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73318,4,VC47-D_338656DD-E6C3-45EB-99AA-65FD3EFC6823,419,446,דימוי, חזק ואמץ אותם כניצנים בארץ,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_55563B09-0EA4-4413-B0A4-473046924505
73319,4,VC47-D_4C9D1760-02AC-48B9-878A-2CC6C419EEDD,103,118,כינוי/כינוי פשט,מקום יסוד אבנים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73320,4,VC47-D_4C9D1760-02AC-48B9-878A-2CC6C419EEDD,221,238,כינוי/כינוי ציורי,ילדי שלושת איתנים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73321,4,VC47-D_4C9D1760-02AC-48B9-878A-2CC6C419EEDD,239,261,דימוי,כקורא דגר נמשלו אמונים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_55563B09-0EA4-4413-B0A4-473046924505
73322,4,VC47-D_4C9D1760-02AC-48B9-878A-2CC6C419EEDD,60,75,מטפוריקה/מטפורה,"הקהא שיני בנים
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73323,4,VC47-D_4C9D1760-02AC-48B9-878A-2CC6C419EEDD,180,192,כינוי/כינוי פשט,מלאכי מעונים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73324,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,539,566,מטפוריקה/מטפורה,רצויים וכטובים השנים נפגשים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73325,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,66,77,כינוי/כינוי ציורי,יודעי לעתים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73326,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,214,228,כינוי/כינוי פשט,בנין שער הדגים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73327,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,568,587,מטפוריקה/מטפורה,שלשה עשר חדש באהבים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73328,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,198,201,כינוי/כינוי פשט,סהר,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73329,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,595,601,כינוי/כינוי פשט,ידידיה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73330,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,193,196,כינוי/כינוי פשט,חרס,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73331,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,452,455,כינוי/כינוי פשט,סהר,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73332,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,294,302,כינוי/כינוי פשט, בן בוזי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73333,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,445,448,כינוי/כינוי פשט,חרס,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73334,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,0,8,כינוי/כינוי ציורי,אגן הסהר,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73335,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,483,507,מטפוריקה/מטפורה,צויינו כצדק ושלום נחבשים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73336,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,0,22,דימוי,אגן הסהר הנצורי כאישון,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_55563B09-0EA4-4413-B0A4-473046924505
73337,4,VC47-D_0C0E757D-266B-4868-A797-408EB2B9F053,462,482,מטפוריקה/מטפורה,פארו בחסד ואמת נגשים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73338,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,10,13,כינוי/כינוי ציורי,ציר,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73339,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,200,221,מטפוריקה/פרסוניפיקציה,"ירננו עצי היער להכסף
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
73340,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,62,66,כינוי/כינוי ציורי,דגול,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73341,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,132,140,מטפוריקה/מטפורה,שבט זכות,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73342,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,489,496,כינוי/כינוי ציורי,שוכן עד,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73343,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,17,39,מטפוריקה/מטפורה,ברכות ותוכחות לעמו צבט,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73344,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,510,535,מטפוריקה/מטפורה,שבט תחדש טפסרי ללמדי מוסר,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73345,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,328,347,מטפוריקה/מטפורה, סגרירו אל נא יבלהם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73346,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,449,470,מטפוריקה/פרסוניפיקציה,רעדה הארץ מהבטת שביבו,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
73347,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,348,368,מטפוריקה/מטפורה,עץ ופרי להצחות בשוהם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73348,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,181,199,מטפוריקה/מטפורה,טרחו בגנון אל ישסף,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73349,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,159,179,מטפוריקה/מטפורה,חזיז גשם להרעיף מדלי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73350,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,541,564,כינוי/כינוי ציורי,"נאמן ביאר דת בעשתי עשר
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73351,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,245,272,מטפוריקה/מטפורה,"להשריש להעניף בעדות ביהוסף
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73352,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,314,324,מטפוריקה/מטפורה,להאיר נגהם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73353,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,472,475,כינוי/כינוי פשט,שדי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73354,4,VC47-D_76B35C5E-FB15-4044-8E42-ACC09803DFAD,476,480,כינוי/כינוי ציורי,רועי,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73355,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,650,669,מטפוריקה/מטפורה,תעמוד בראש כל חבורה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73356,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,161,170,מטפוריקה/מטפורה,תבוא בראש,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73357,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,628,634,כינוי/כינוי פשט,"בחורה
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73358,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,512,530,מטפוריקה/מטפורה,רננות במשכבך תרחיש,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73359,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,360,382,מטפוריקה/פרסוניפיקציה,"לויית חן בשלום תעניקך
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
73360,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,106,124,מטפוריקה/מטפורה,דובבתיך שפתי ישנים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73361,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,171,188,כינוי/כינוי ציורי,אום שפתותיה כשנים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73362,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,316,331,מטפוריקה/פרסוניפיקציה,"ילך לפניך צדקך
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
73363,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,56,72,מטפוריקה/מטפורה,גערת לא תשלוט בך,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73364,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,264,283,מטפוריקה/מטפורה,"טעמך כי ערב בארוכה
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73365,4,VC47-D_2760EF77-AC8A-41F1-97F5-5C91656EE5D7,245,254,מטפוריקה/מטפורה,"לשון רכה
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73366,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2769,2795,כינוי/כינוי ציורי,עניה קרואה בשם יוצר עולמות,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73367,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,3514,3526,כינוי/כינוי ציורי,דוד צח ואדום,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73368,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,997,1007,כינוי/כינוי ציורי,סורה וגולה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73369,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,29,34,כינוי/כינוי ציורי,ענייה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73370,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2445,2453,כינוי/כינוי ציורי,גודר פרץ,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73371,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1020,1030,מטפוריקה/מטפורה,לרפאת מחלה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73372,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,613,628,מטפוריקה/מטפורה,בקהילותייך חיבה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73373,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1032,1042,מטפוריקה/מטפורה,להסיר כסלה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73374,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,153,158,כינוי/כינוי ציורי,ענייה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73375,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,3214,3233,מטפוריקה/מטפורה,תהיה חומה לאני חומה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73376,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2965,2979,מטפוריקה/מטפורה,תדוש ברזל לדוק,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73377,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2479,2502,כינוי/כינוי ציורי,עניה המונעמת שבעים שמות,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73378,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1574,1586,כינוי/כינוי ציורי,"ענייה סוערה
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73379,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2440,2458,מטפוריקה/מטפורה,עניה גודר פרץ יצמח,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73380,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2237,2243,כינוי/כינוי פשט,קבוצים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
73381,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2643,2664,כינוי/כינוי ציורי,עניה מוכנה מימות עולם,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73382,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2237,2256,מטפוריקה/מטפורה,קבוצים בחוצן יינשאו,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73383,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1902,1912,כינוי/כינוי ציורי,"גוי אהובו
",VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73384,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2691,2695,כינוי/כינוי ציורי,עניה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73385,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1624,1634,כינוי/כינוי ציורי,אחים ורעים,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73386,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,438,457,מטפוריקה/מטפורה,צדק ושלום נשיקותייך,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73387,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2982,3007,מטפוריקה/מטפורה,תהיה חומת אש לבית יעקב אש,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73388,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,3529,3548,מטפוריקה/מטפורה,תהיה חומה לאני חומה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
73389,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,2724,2728,כינוי/כינוי ציורי,עניה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
73390,4,VC47-D_1DEB9A60-34B5-4FF7-94FE-4C958C95B515,1301,1307,כינוי/כינוי ציורי,הסוערה,VC47-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC47-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
